"","releaseId","ContentType","Title","Date","Url","Keywords","Names","Organizations","Places","AssignedCategories","FavoritesLikes","RetweetsShares","FollowersCount","CommentsCount","WordCount","Source","Party","Gender","IsCurrent","SourceType","EducationLevel","Religion","Race","DateOfBirth","AgeRange","Industry","Military","PriorPublicOffice"
"10327","54020337","Twitter","RT @cschweitz: Rand Paul launches Snapchat ads http://t.co/D3RXSBhQCA","2015-07-25 17:27:29Z","http://twitter.com/RandPaul/status/624994393049567236","[ads]","[]","[]","[]","[]",0,128,651139,NA,8,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10342","54021597","Twitter","1st candidate to visit Warren, #NH & 1st to sign the Thompson Pledge. I vow to shrink govt, reduce debt & lower taxes http://t.co/vkPZkNUvLi","2015-07-25 18:56:58Z","http://twitter.com/RandPaul/status/625016911991062532","[candidate;vow;lower taxes;#NH]","[]","[]","[]","[]",295,218,651192,NA,24,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10361","54024495","Twitter","Great crowd in Littleton, #NH. As President, my job won't be to accumulate power, but to give it back to the people! http://t.co/0NuLIC6Plz","2015-07-25 21:21:32Z","http://twitter.com/RandPaul/status/625053292008222720","[power;crowd;great crowd;#NH]","[]","[]","[Littleton]","[Jobs]",275,230,651247,NA,23,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10377","54026793","Twitter","Beautiful night in Tilton, #NH where we discussed defeating the Washington Machine w/ term limits & balanced budget http://t.co/QWVq6E6KLd","2015-07-26 00:37:51Z","http://twitter.com/RandPaul/status/625102696710828032","[machine;balanced budget;night;beautiful night;#NH]","[]","[]","[Washington;Tilton]","[Government Budgets]",190,122,651309,NA,19,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10379","54026871","Twitter","MUST-READ: @JamesPindell details my trip to Warren, #NH via @BostonGlobe https://t.co/gfvpS3kIRr http://t.co/6AqFOtCrol","2015-07-26 00:47:32Z","http://twitter.com/RandPaul/status/625105134629060608","[details;trip;#NH]","[]","[]","[]","[]",128,98,651311,NA,12,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10406","54028279","Twitter","RT @AlexRoseNews: @RandPaul hopes constituational commitment will help him stand out in big GOP field for #POTUS http://t.co/JUF5v2FBln ...","2015-07-26 02:37:19Z","http://twitter.com/RandPaul/status/625132763226734592","[field;commitment;#POTUS]","[]","[]","[]","[]",0,73,651340,NA,19,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10436","54034061","Twitter","On @FoxNewsSunday: When you poll my candidacy against @HillaryClinton, we beat her in five states won by President Obama","2015-07-26 13:39:06Z","http://twitter.com/RandPaul/status/625299304727621632","[states;candidacy]","[]","[]","[]","[]",434,268,651483,NA,19,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10439","54034157","Twitter","As I told @FoxNewsSunday I will go places where no republican has been going. I'll keep reaching out & doing my part to grow the GOP","2015-07-26 13:45:35Z","http://twitter.com/RandPaul/status/625300936815190016","[places;republican]","[]","[]","[]","[]",401,194,651483,NA,26,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10440","54034165","Twitter","RT @FoxNewsSunday: .@RandPaul on #2016: I’m a different kind of Republican. I’m a republican who can win the independent vote. #FNS","2015-07-26 13:46:19Z","http://twitter.com/RandPaul/status/625301120026603520","[vote;#FNS;#2016;independent vote;republican]","[]","[]","[]","[]",0,253,651482,NA,21,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10449","54034973","Twitter","On @FaceTheNation: President Obama's govt is looking into whether  @HillaryClinton broke laws regarding classified info, not just GOP","2015-07-26 14:37:57Z","http://twitter.com/RandPaul/status/625314114630459392","[info;laws]","[]","[]","[]","[]",155,142,651515,NA,18,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10450","54035069","Twitter","If @HillaryClinton exchanged emails with US ambassador to Libya from non govt email, she might have broken rules.","2015-07-26 14:42:15Z","http://twitter.com/RandPaul/status/625315199323664384","[ambassador;email]","[]","[]","[Libya]","[]",239,187,651513,NA,18,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10457","54035205","Twitter","I want to get rid of our current tax code which is driving American jobs & American companies overseas! Let's Pass my plan, 14.5% flat tax!","2015-07-26 14:50:29Z","http://twitter.com/RandPaul/status/625317270974255104","[tax;code;current tax code;american companies;american jobs]","[]","[]","[]","[Taxation;Jobs;Tax policies]",727,566,651513,NA,26,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10458","54035245","Twitter",". @HillaryClinton thinks she's above the law and is different from all the rest of America! @FaceTheNation","2015-07-26 14:53:32Z","http://twitter.com/RandPaul/status/625318037932130304","[law;rest]","[]","[]","[America]","[]",463,393,651515,NA,17,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10459","54035263","Twitter","RT @FaceTheNation: . @RandPaul on #taxcode #reform: I want to get rid of the whole tax code","2015-07-26 14:54:57Z","http://twitter.com/RandPaul/status/625318395181957120","[tax;code;tax code;whole tax code;#reform;#taxcode;whole tax]","[]","[]","[]","[Taxation]",0,140,651514,NA,17,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10460","54035265","Twitter","RT @FaceTheNation: . @RandPaul on @HillaryClinton #emails: I think this will come back to bite her","2015-07-26 14:55:04Z","http://twitter.com/RandPaul/status/625318423392858112","[#emails]","[]","[]","[]","[]",0,109,651514,NA,16,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10591","54062097","Twitter","RT @wave3news: Presidential hopeful and Kentucky Senator Rand Paul has launched a series of ads on Snapchat to reach young voters: ...","2015-07-27 13:04:20Z","http://twitter.com/RandPaul/status/625652942834511872","[ads;voters;young voters;series of ads]","[]","[]","[Kentucky]","[]",0,47,652056,NA,22,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10598","54064373","Twitter","Meet @Kelleyashbypaul in KY on Tuesday and join me in IA Friday and Saturday! Register here: http://t.co/LWwsgOytUB http://t.co/8NidwFplgc","2015-07-27 13:53:16Z","http://twitter.com/RandPaul/status/625665259454345216","[]","[]","[]","[]","[]",51,39,652063,NA,18,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10602","54065139","Twitter","RT @KelleyAshbyPaul: Join me in Winchester, KY tomorrow! | http://t.co/PM84VELA6W","2015-07-27 14:06:46Z","http://twitter.com/RandPaul/status/625668653497909248","[tomorrow]","[]","[]","[Winchester]","[]",0,28,652065,NA,9,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10625","54070483","Twitter","RT @ABCNews4: Crowd builds ahead of @RandPaul appearance at veterans event. WATCH LIVE: http://t.co/JOMopQaMQV #chsnews","2015-07-27 15:41:58Z","http://twitter.com/RandPaul/status/625692612524134401","[crowd;appearance;veterans event;#CHSNews]","[]","[]","[]","[Veterans]",0,35,652098,NA,15,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10633","54072549","Twitter","RT @WCBD: Live coverage of Rand Paul's town hall meeting on News 2 midday in less than 20 minutes #chsnews http://t.co/ID2646kiXH","2015-07-27 16:20:33Z","http://twitter.com/RandPaul/status/625702325055823873","[hall;town hall;town hall meeting;hall meeting;midday;#CHSNews;#chsnews]","[]","[]","[]","[]",0,49,652100,NA,21,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10635","54072739","Twitter","About to take the stage at the @ConcernedVets Defend & Reform Town Hall Series: http://t.co/jhdkkn00mr http://t.co/up6F9Iqgsg","2015-07-27 16:23:51Z","http://twitter.com/RandPaul/status/625703153929994241","[stage]","[]","[]","[]","[]",75,60,652100,NA,16,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10637","54073463","Twitter","I have a proposal. Why don't we quit sending foreign aid to countries who hate us? #StandWithRand in SC http://t.co/tiU6AgTrPe","2015-07-27 16:39:43Z","http://twitter.com/RandPaul/status/625707146303438849","[aid;foreign aid;#StandWithRand;sc]","[]","[]","[]","[International Aid and Cooperation]",784,500,652103,NA,20,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10639","54073623","Twitter","If I'm President my first responsibility will be to defend our country & take care of the people who defend our country #StandWithRand in SC","2015-07-27 16:42:39Z","http://twitter.com/RandPaul/status/625707883175538688","[country;first responsibility;#StandWithRand;sc]","[]","[]","[]","[]",653,313,652105,NA,25,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10643","54074541","Twitter","RT @ConcernedVetsCO: Sen @RandPaul proposes common sense at @ConcernedVetsSC Defend & Reform Town Hall. #CharlestonSC #DefendFreedom ...","2015-07-27 17:00:51Z","http://twitter.com/RandPaul/status/625712465276456961","[sense;common sense;#CharlestonSC;#DefendFreedom]","[]","[]","[]","[]",0,351,652112,NA,17,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10646","54075055","Twitter","I want to thank @ConcernedVets for having me in South Carolina today. It was an honor speaking to you and answering your questions.","2015-07-27 17:10:56Z","http://twitter.com/RandPaul/status/625715004583579648","[questions;honor]","[]","[]","[South Carolina]","[]",117,50,652118,NA,23,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10647","54075549","Twitter","RT @ConcernedVets: @RandPaul was a pleasure having you Senator - thanks for making time to answer the questions America's veterans want ...","2015-07-27 17:22:50Z","http://twitter.com/RandPaul/status/625717998704267264","[pleasure]","[]","[]","[]","[Veterans]",0,45,652132,NA,22,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10669","54079027","Twitter","I hope to meet you in Waterloo, Iowa this Friday! Register here - http://t.co/8rUb7cRGsl","2015-07-27 18:47:21Z","http://twitter.com/RandPaul/status/625739264622374912","[]","[]","[]","[Iowa;Waterloo]","[]",36,28,652164,NA,14,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10827","54119935","Twitter","RT @joshhafner: .@RandPaul returns to Iowa this week for campaigning and, ah yes, a little baseball: http://t.co/S9gyXRGtaA","2015-07-28 14:16:02Z","http://twitter.com/RandPaul/status/626033375783067648","[baseball;campaigning;little baseball]","[]","[]","[Iowa]","[]",0,85,652604,NA,17,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10847","54125195","Twitter","Join me in Iowa this Friday and Saturday! #StandwithRand in IA - http://t.co/V76knLEQDh","2015-07-28 15:28:05Z","http://twitter.com/RandPaul/status/626051506060398592","[#StandWithRand;#StandwithRand;ia]","[]","[]","[Iowa]","[]",55,75,652634,NA,13,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10854","54127117","Twitter","Today I call on @HillaryClinton to return money she's raised from Planned Parenthood!","2015-07-28 15:53:46Z","http://twitter.com/RandPaul/status/626057972431605761","[money;today]","[]","[]","[]","[]",591,454,652637,NA,13,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10856","54127883","Twitter","Today we take a stand. I have good news. The senate will vote on defunding planned parenthood! #WomenBetrayed http://t.co/5TCB8BNukl","2015-07-28 16:04:15Z","http://twitter.com/RandPaul/status/626060607582830592","[stand;parenthood;#WomenBetrayed]","[]","[]","[]","[]",745,636,652639,NA,19,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10859","54127959","Twitter","We should stop, once and for all, any money going to panned parenthood! It's time to take a stand. #WomenBetrayed","2015-07-28 16:05:05Z","http://twitter.com/RandPaul/status/626060820716343296","[stand;parenthood;#WomenBetrayed]","[]","[]","[]","[]",908,741,652639,NA,20,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10862","54128167","Twitter","I think the time is now to defund. Nobody argues it's not difficult but we're going to do the best we can. http://t.co/MzKt7JNaMJ","2015-07-28 16:08:25Z","http://twitter.com/RandPaul/status/626061656230072320","[nobody]","[]","[]","[]","[]",232,136,652635,NA,23,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10870","54129537","Twitter","RT @AP: Sen. Rand Paul says Senate will vote on ending Planned Parenthood federal aid before August break: http://t.co/IiZK9UpiB7","2015-07-28 16:31:09Z","http://twitter.com/RandPaul/status/626067377881509888","[aid;federal aid;break]","[]","[]","[]","[]",0,450,652629,NA,19,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10871","54129589","Twitter","RT @kathrynlopez: .@RandPaul calls for @HillaryClinton to return money she's received from Planned Parenthood #WomenBetrayed ...","2015-07-28 16:31:55Z","http://twitter.com/RandPaul/status/626067572421750784","[money;rally;#WomenBetrayed]","[]","[]","[]","[]",0,169,652629,NA,16,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10872","54129603","Twitter","RT @KFaulders: @RandPaul at Planned Parenthood rally: Senate will vote on defunding Planned Parenthood before we go home in August. ...","2015-07-28 16:32:04Z","http://twitter.com/RandPaul/status/626067609222545408","[rally;home]","[]","[]","[]","[]",0,169,652629,NA,21,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10876","54130055","Twitter","RT @kelly_golden: NEW: @RandPaul live on @943WSC says he'll fight to defund #PlannedParenthood @PPact by August #breaking ...","2015-07-28 16:40:39Z","http://twitter.com/RandPaul/status/626069771218513920","[#PlannedParenthood;#Breaking]","[]","[]","[]","[]",0,54,652622,NA,18,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10920","54138661","Twitter","RT @damon_thayer: Great having @KelleyAshbyPaul in @georgetown_ky @CherryBlossomGC Thanks for sending her @RandPaul !! ...","2015-07-28 19:16:01Z","http://twitter.com/RandPaul/status/626108866774872064","[]","[]","[]","[]","[]",0,76,652699,NA,15,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10921","54138679","Twitter","RT @KelleyAshbyPaul: Thanks to KY State Senator @damon_thayer for hosting me in Georgetown this afternoon! http://t.co/CFCC0mZDvM","2015-07-28 19:16:17Z","http://twitter.com/RandPaul/status/626108936832352257","[afternoon;ky;ky state]","[]","[]","[Georgetown]","[]",0,102,652700,NA,16,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10968","54148941","Twitter","I'll be joining @SeanHannity tonight on @FoxNews at 10pm to discuss my continued effort to defund Planned Parenthood.","2015-07-28 23:15:35Z","http://twitter.com/RandPaul/status/626169155637637120","[tonight;effort;continued effort]","[]","[]","[]","[]",368,220,652821,NA,18,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10973","54149741","Twitter","I want to thank our hard working NH volunteers for their dedication and growing our network! http://t.co/qwAmZHoLPK","2015-07-28 23:41:27Z","http://twitter.com/RandPaul/status/626175665683996673","[volunteers;dedication]","[]","[]","[]","[]",210,123,652834,NA,17,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10993","54152757","Twitter","RT @seanhannity: .@RandPaul: ""Means I must be doing something right when the socialists, the left-wingers and the Mayor of New Nork is ...","2015-07-29 02:25:23Z","http://twitter.com/RandPaul/status/626216923454394368","[socialists]","[]","[]","[Nork]","[]",0,231,652952,NA,23,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10994","54152809","Twitter","RT @seanhannity: JUST NOW: ""the Senate will vote on defunding Planned Parenthood before we leave in August."" - @RandPaul #Hannity","2015-07-29 02:30:16Z","http://twitter.com/RandPaul/status/626218152414814209","[#Hannity]","[]","[]","[]","[]",0,479,652959,NA,20,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"10995","54152905","Twitter","RT @FoxNews: .@RandPaul: ""We're going to try to takeaway every last penny of tax payer dollars"" from #PlannedParenthood ...","2015-07-29 02:37:38Z","http://twitter.com/RandPaul/status/626220003243659264","[takeaway;payer;tax payer dollars;tax payer;payer dollars;#PlannedParenthood]","[]","[]","[]","[]",0,635,652968,NA,19,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"11049","54173159","Twitter","Join me on @Daystar TV today at 12:45p ET for an update on the effort to defund @PPact! Visit http://t.co/AiGcKZyGM8 for listings.","2015-07-29 15:49:18Z","http://twitter.com/RandPaul/status/626419236022407168","[visit;listings]","[]","[]","[]","[]",59,96,653170,NA,22,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"11054","54173613","Twitter","ICYMI I joined @seanhannity last night to discuss my proposal to defund @PPact. https://t.co/b7CiggjqLH","2015-07-29 15:59:13Z","http://twitter.com/RandPaul/status/626421728730742784","[night;last night;icymi]","[]","[]","[]","[]",161,160,653173,NA,14,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"11072","54179877","Twitter","RT @wbkotv: @RandPaul is heading back to the Midwest http://t.co/wuoGXUE3Da","2015-07-29 17:30:39Z","http://twitter.com/RandPaul/status/626444739445960704","[]","[]","[]","[]","[]",0,19,653168,NA,10,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"11080","54181205","Twitter","Yesterday I spoke at the #WomenBetrayed Rally in DC about defunding @PPact. Thanks to @Students4LifeHQ https://t.co/KwbutpMkAK","2015-07-29 17:52:48Z","http://twitter.com/RandPaul/status/626450312660828160","[yesterday;#WomenBetrayed]","[]","[]","[]","[]",406,299,653178,NA,16,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"11203","54259147","Twitter","RT @damon_thayer: Earlier this week we hosted meet and greet w @KelleyAshbyPaul in Georgetown. She'll be a great FLOTUS @RandPaul !! ...","2015-07-30 11:40:04Z","http://twitter.com/RandPaul/status/626718899111899136","[week;flotus]","[]","[]","[Georgetown]","[]",0,68,653581,NA,22,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"11234","54268183","Twitter","Join me in Iowa this Friday and Saturday! Register for the events here - http://t.co/LWwsgOytUB https://t.co/c9ptTL2HdP","2015-07-30 14:20:50Z","http://twitter.com/RandPaul/status/626759359972818944","[events]","[]","[]","[Iowa]","[]",83,58,653637,NA,16,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"11268","54283479","Twitter","Check out my interview with @TheBrodyFile on defunding Planned Parenthood - http://t.co/WiCWW9hIrO","2015-07-30 17:55:41Z","http://twitter.com/RandPaul/status/626813426011013120","[interview]","[]","[]","[]","[]",85,138,653763,NA,12,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"11275","54290035","Twitter","I'm leading the fight in the U.S. Senate to #DefundPlannedParenthood once and for all. (1/4)","2015-07-30 18:50:29Z","http://twitter.com/RandPaul/status/626827219608977408","[fight;#DefundPlannedParenthood]","[]","[]","[]","[]",619,365,653797,NA,15,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"11277","54290067","Twitter","My campaign team has prepared a brand new TV ad to urge taxpayers to take action and support my fight. (2/4)","2015-07-30 18:50:56Z","http://twitter.com/RandPaul/status/626827330749603841","[brand;campaign team;tv;tv ad]","[]","[]","[]","[]",144,122,653797,NA,21,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"11278","54290089","Twitter","Please watch the video, then add your name as a Citizen Co-Sponsor right away: https://t.co/AKSY7f1yWE (3/4)","2015-07-30 18:51:14Z","http://twitter.com/RandPaul/status/626827406725283840","[video]","[]","[]","[]","[]",101,96,653797,NA,16,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"11279","54290099","Twitter","After signing, chip in $20.16 or more to help put it on the air: https://t.co/CqCC7Seq2r (4/4) https://t.co/DHi1B7zpTa","2015-07-30 18:51:23Z","http://twitter.com/RandPaul/status/626827446000562176","[signing;chip]","[]","[]","[]","[]",141,172,653795,NA,16,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"11337","54306085","Twitter","Just landed in Iowa! Good to be here again!","2015-07-31 01:49:39Z","http://twitter.com/RandPaul/status/626932704081088512","[]","[]","[]","[Iowa]","[]",324,81,653965,NA,9,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"11339","54306367","Twitter","RT @OANN: Sen. Rand Paul calling for Hilary Clinton to return Planned Parenthood donations. @MattSchuckOAN has the exclusive: ...","2015-07-31 02:06:36Z","http://twitter.com/RandPaul/status/626936971265335296","[donations]","[Hilary Clinton]","[]","[]","[]",0,127,653971,NA,19,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"11357","54318059","Twitter","RT @AJSpiker: .@RandPaul meeting with caucusgoers this morning in Waterloo http://t.co/DsW0Va81n2","2015-07-31 13:32:27Z","http://twitter.com/RandPaul/status/627109571912429568","[meeting;morning]","[]","[]","[Waterloo]","[]",0,71,654069,NA,11,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
"11365","54319239","Twitter","Good morning, Waterloo! It's great to be back in Iowa #StandWithRand in IA http://t.co/VcciCv9meV","2015-07-31 13:54:21Z","http://twitter.com/RandPaul/status/627115082556833792","[morning;#StandWithRand]","[]","[]","[Iowa;Waterloo]","[]",79,82,654074,NA,14,"Sen. Paul, Rand - (R – KY) Presidential Campaign","Republican","Male","True","Candidates > Presidential 2016","Graduate","Protestant","White","1963-01-07","45-54","[Health Care - Physician]","","[Federal]"
